Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review (English)
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3225,1528,3,"cepet rusak, kadang konek kadang engga",Negative,Anger,"It breaks quickly, sometimes it connects, sometimes it doesn't"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,3,"barang gajelas lama sampai, kotak penyok�",Negative,Anger,"item didn't take long to arrive, box was dented"
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative,Anger,"AFTER CHECKED THE 32GB WAS NOT COMPLETE. HOW CAN THAT BE???!!.. WHERE IS THE REST OF THE 3GB, Mister/MBA??? BECAUSE YOU NEED IT, SO JUST JUST BUY IT HERE. FIRST AND LAST BUY HERE."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,Pesanan Saya TIDAK SAMPAI KE ALAMAT!!! SAYA MAU UANG SAYA KEMBALI!! SAYA BELUM MENERIMA PESANAN SAYA,Negative,Anger,My order DID NOT ARRIVE TO THE ADDRESS!!! I WANT MY MONEY BACK!! I HAVE NOT RECEIVED MY ORDER
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,beli kemasan baru di kirim kemasan lama ! BINTANG 1 KON%TL,Negative,Anger,"buy new packaging, send old packaging! 1 STAR CON%TL"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,"THE DOG IS TURNED TO BE A FAKE, THIS IS A BASTARD ITEM, BEWARE OF BEING DECEIVED OI, THE ORIGINAL HAS A DISTRIBUTOR'S SEAL"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,BARANG KW JANGAN BELI DISINI,Negative,Anger,DON'T BUY ITEMS HERE
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,buruk,Negative,Anger,bad
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,1,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,Negative,Anger,"boring stuff! Once I used it, it was damaged.. If I wanted to claim it, the admin answered in a complicated way"
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Negative,Anger,"Chat was not answered, the promised quota of 50 GB was not received, it was destroyed very badly"
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,Jakarta Barat,129000,4.9,13300,5723,1,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,Negative,Anger,IT WASN'T GIVEN A FLAT ADAPTER. I'M DECEIVED
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,jir sehari pake udah rusak :( quality control dong yg bener ahelah,Negative,Anger,"If I use it a day, it's already broken :( Quality control is correct, please"
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5,6449,2425,1,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",Negative,Anger,"What's this, the SSD can't be used... I asked for a replacement..."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",Negative,Anger,"It's expensive to buy, but it often blurs when you use zoom. keep contacting the CS, just tell them to claim the warranty, ask for an address and don't give them. hadeuhh, 1 million webcams are trash quality."
Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,Jakarta Barat,119500,4.9,10200,5373,1,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,Negative,Anger,doesn't match the picture.... Don't believe this seller is a fraud..... bad quality.....
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,2852,1,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",Negative,Anger,"Please have a sense of responsibility for delivery, this package has been swimming in a sewage system and I'm not sure whether the contents can still be used or whether it's in the rubbish bin."
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,Jakarta Barat,149000,4.9,2022,1193,1,l2 r2 trigger nya ampas macam ***,Negative,Anger,l2 r2 trigger is like ***
Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",Jakarta Pusat,121000,4.9,9298,5206,1,jelek,Negative,Anger,Bad
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",Jakarta Barat,1509000,4.9,2487,943,1,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",Negative,Anger,"This GARBAGE item should not be sent to my address, but instead in the TRASH CAN. Very DISAPPOINTING, admin DID NOT RESPOND TO MY CHAT AT ALL. Look at the item that was sent, there are dead pixels, THEN THE MONITOR SCREEN IS BACK. VERY DISAPPOINTING. Note for friends who want to buy, this monitor does not have audio/speakers, the screen quality is also not good. If you have more luck, buy a good brand. I REALLY REGRET SHOPPING HERE. I DO NOT RECOMMEND SHOPPING HERE."
Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,Jakarta Utara,1040000,4.9,444,251,1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative,Anger,"It would be dishonest and visible to force an item to be sold. The goods sent did not match the order. And in the end the buyer is asked to send the item without any solution as to whether it is available or not, with the risk that the item in the photo/offer may not actually exist."
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,Jakarta Timur,699000,5,8059,4581,1,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",Negative,Anger,"Bought on the 9th. Order completed on the 12th and.... the mouse was broken on the 13th and can't complain from Toped anymore. Admin was asked how to claim a warranty. VERY NOT HELPING, chat today, reply tomorrow, no reply no more"
Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Jakarta Pusat,499000,4.9,2200,1358,1,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative,Anger,"I BOUGHT THE V2, ON THE DESC THERE WAS NO EXPLANATION ABOUT THE VERSION, THE V1 WAS GOOD MOREOVER THE RGB, THE RGB V2 WAS REALLY JUST RED GREEN BLUE THE REST OF THE COLOR, THERE WAS A SWITCH PULLER, THE RGB GADAPET WAS DIM, THERE WAS NO NOTICE ABOUT THE KEYBOARD VERSION REALLY DISAPPOINTED, KAPOK TO BUY IT AND TAKE IT ae v*rt*x v7 is better than this, disappointed I want to sell it again anyway"
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",Negative,Anger,"Shopping from the Official Store, the condition of the goods received is like trash and junk. Thank You."
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Jakarta Pusat,89000,4.8,2281,1289,1,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Negative,Anger,It's really funny to order a mouse but it's not complete. There is no battery cover or Bluetooth
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Jakarta Utara,89000,4.9,293,124,1,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,Negative,Anger,The original price of the item is around 55 thousand but the seller is pretending to make a discount from 99 thousand to a discount of 59 thousand. The online shop is really tough
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Jakarta Selatan,345000,4.9,8233,2821,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,Anger,"I bought the wrong one and couldn't exchange it. When I tried it, it turned out it didn't work. When I asked what the warranty claim was, the reply was a bot. tai"
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",Negative,Anger,"very dissatisfied, both the product and the service, the item is defective, in my closed condition, the table can't close tightly, that's because the hinges are not installed parallel (1 high, 1 short, this is what caused the list to tear, because it was forced when closing the table top. So the fix is ​​a factory defect, not a delivery problem. And it turns out the seller didn't accept the complaint, told me to contact the courier myself."
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,Quality barang jelek. baut lepas terus,Negative,Anger,Poor quality of goods. the bolt keeps coming off
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,BANYAKK RUSAKK DAN LECET NYAAAA !!!!,Negative,Anger,LOTS OF DAMAGE AND SCRATCHES!!!!
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,449,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",Negative,Anger,"ordered 2 items which arrived 1 paid the price 2 which arrived 1 thank you... don't have to prove it, just check the release of the goods - then check the buyer, don't ask the buyer who asked questions, unboxing isn't that important after all in the quota"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,"the keyboard doesn't turn on at all even though the battery has only been tried a few times, it doesn't work, it's cheaper than other shops, the goods don't work the same, it's a lie"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,barang rusak di kirim,Negative,Anger,damaged goods sent
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B",Kab.�Bekasi,300000,4.8,729,429,1,"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,"This isn't true, what should have arrived was a complete table, instead the bolts weren't installed, and the bolts were really small... do you want to glue them?? This is ridiculous ******!"
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,6179,4182,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,Negative,Anger,"the driver is crazy, not the shop. item ok. that's smart, it's called puffy. I'm happy to comment too. the only star is for the driver. *****"
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,"I'm disappointed. There's no solution. In chat kg in bls on wa kg in bls. just run away, trash."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,999000,4.9,10900,4755,1,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",Negative,Anger,"Wrong item was sent, ordered a Logitech webcam at Logitech official, but JBL headphones were sent! And exchanging goods takes 4 working days! It's really long"
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3186,1525,5,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,Positive,Love,The keyboard is really good. Packing is very safe because it is double cardboard. The colors are cool too.
Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,Kota Malang,46000,4.7,1311,500,5,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",Positive,Love,"AAAA VERY GOOD, THE DELIVERY IS FAST AND SAFE, THE PACKAGING IS ALSO, IT WILL TURN ON ALSO, HAVE TRIED IT, BUY FOR IDR 0 SENENGGBANGETT"
